الاسم,خط العرض,خط الطول,التصنيف,الوصف,معرف المكان,سعر الدخول (جنيه)
قرية 18 بنجر السكر,30.8125193,29.65082,أخرى,"قرية 18 بنجر السكر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1036,
قرية سلامة حجازي بنجر السكر,30.8023708,29.6059737,أخرى,"قرية سلامة حجازي بنجر السكر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1037,
قرية 19 بنجر السكر,30.7899461,29.6486878,أخرى,"قرية 19 بنجر السكر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1038,
قرية 17 بنجر السكر,30.7959469,29.6800442,أخرى,"قرية 17 بنجر السكر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1039,
قرية العلا بنجر السكر,30.8243786,29.6253652,أخرى,"قرية العلا بنجر السكر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1040,
جبل موسى,28.5388088,33.9751845,أخرى,"جبل موسى is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1046,
دير الأربعين,28.5361427,33.9650848,أخرى,"دير الأربعين is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1047,
إيكولج جبل سينا,28.5200806,33.9938057,أخرى,"إيكولج جبل سينا is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1048,
Moses mountain,28.5389324,33.9754411,أخرى,"Moses mountain is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1049,
هرم اللاهون,29.2362253,30.9709336,تاريخي,هرم اللاهون أو هرم سنوسرت الثاني بالفيوم يعود إلى عصر الدولة الوسطى من الأسرة الثانية عشرة. تميز بأسلوب بناء مبتكر استخدم الطوب اللبن بدلاً من الحجر الكلسي كبنية داخلية مع واجهة حجرية خارجية. اكتُشفت فيه مجوهرات ملكية رائعة تعود لأميرات الأسرة الحاكمة.,1058,
المصنع,29.1044715,31.1850002,ثقافي,"المصنع is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1061,
Heracleopolis Magna,29.0855154,30.9345621,تاريخي,Heracleopolis Magna is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1062,
مقبرة ال أشرف عبدالله روبي,29.1243615,31.1854499,أخرى,"مقبرة ال أشرف عبدالله روبي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1065,
منزل الفقير الى الله,29.0299622,31.0849393,أخرى,"منزل الفقير الى الله is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1066,
منزل الاستاذ رجب سيد,29.0833965,31.090684,أخرى,"منزل الاستاذ رجب سيد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1067,
منزل المستشار محمد عزت,29.1035727,30.9815456,أخرى,"منزل المستشار محمد عزت is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1068,
Fag el-Gamous Cemetery,29.3925614,31.0415622,تاريخي,Fag el-Gamous Cemetery is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1069,
منزل الحاج مدحت سعفان,31.210692,31.3554483,أخرى,"منزل الحاج مدحت سعفان is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1072,
Leontopolis,30.682516,31.3542098,تاريخي,Leontopolis is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1077,
كورنيش كفر الجزار,30.4700119,31.1731165,أخرى,"كورنيش كفر الجزار is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1082,
Quesna,30.5283368,31.1706156,تاريخي,Quesna is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1091,
منزل المقدس/عطيه جرجس ميخائيل سعيد,30.5167704,31.347478,أخرى,"منزل المقدس/عطيه جرجس ميخائيل سعيد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1092,
منزل الحاج مجدى أبونصر,30.3099693,31.1152315,أخرى,"منزل الحاج مجدى أبونصر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1101,
منزل الحاج مجدى محمد أبونصر,30.3096016,31.1155847,أخرى,"منزل الحاج مجدى محمد أبونصر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1102,
ليونتوبوليس,30.2934024,31.3326198,تاريخي,ليونتوبوليس is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1104,
خلود,29.8230968,31.3845021,ثقافي,"خلود is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1108,
هرم الملائكة الإثنين,29.7833376,31.2000317,تاريخي,هرم الملائكة الإثنين is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1109,
هرم سنوسرت الثالث,29.8190131,31.2184739,تاريخي,هرم سنوسرت الثالث في دهشور يعود للأسرة الثانية عشرة ويتميز بارتفاعه البالغ 78 متراً. يضم نظاماً معقداً من الممرات والحجرات الداخلية. حوله مقابر أفراد الأسرة الملكية التي أسفرت عن اكتشاف كنوز من الذهب والأحجار الكريمة.,1110,
Northern Mazghuna pyramid,29.7675,31.22083,تاريخي,Northern Mazghuna pyramid is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1113,
Southern Mazghuna pyramid,29.76167,31.22083,تاريخي,Southern Mazghuna pyramid is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1114,
SAK S 3,29.8339722,31.223775,أخرى,"SAK S 3 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1115,
Tip of the Red Pyramid,29.8086337,31.2062597,أخرى,Tip of the Red Pyramid is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1116,
Hetepheres's Pyramid,29.788689,31.2095033,أخرى,Hetepheres's Pyramid is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1117,
دوار العمده عطاالله ابوسريع,29.8120851,31.2670856,أخرى,"دوار العمده عطاالله ابوسريع is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1122,
