name,latitude,longitude,category,description,place_id,price_egp
White House Dahab,28.5067185,34.5192017,other,"White House Dahab is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",972,
Sunrise Apartment Dahab,28.5027093,34.519364,other,"Sunrise Apartment Dahab is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",973,
Archeological site Akhetaton,27.6451003,30.8985614,other,"Archeological site Akhetaton is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",975,
Pyramid of Khui,27.30778,30.87167,other,Pyramid of Khui is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,976,
Southern tombs,27.6104256,30.9148957,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,977,
Southern tombs,27.6162806,30.9199101,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,978,
Southern tombs,27.6148249,30.9193441,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,979,
Southern tombs,27.6142355,30.9191644,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,980,
Southern tombs,27.6142617,30.9183276,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,981,
Southern tombs,27.6142046,30.9181774,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,982,
Southern tombs,27.6138576,30.9181184,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,983,
Southern tombs,27.6136568,30.9182417,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,984,
Southern tombs,27.6134393,30.9183142,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,985,
Southern tombs,27.6131624,30.9183651,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,986,
Southern tombs,27.6120014,30.916395,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,987,
Southern tombs,27.6122272,30.9163615,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,988,
Southern tombs,27.6122391,30.9166525,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,989,
Southern tombs,27.6122617,30.916855,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,990,
Southern tombs,27.6122795,30.9173968,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,991,
Southern tombs,27.6124173,30.9173486,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,992,
Southern tombs,27.612497,30.9179105,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,993,
Southern tombs,27.6126895,30.9173955,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,994,
Southern tombs,27.6125279,30.9173901,historical,Southern tombs is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,995,
"Stelae ""U"", Athon's Sun-hymn",27.6456245,30.9381625,other,"Stelae ""U"", Athon's Sun-hymn is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",996,
Mareia,30.9951309,29.6566185,historical,Mareia is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1005,
Kom el-Nagous,30.9560804,29.5404993,historical,Kom el-Nagous is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1010,
Work house,30.8873839,29.5787988,other,"Work house is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1020,
South Gate（To Old Abu-Mema）,30.8501229,29.6636069,other,"South Gate（To Old Abu-Mema） is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1021,
Abu Mena UNESCO World Heritage Site,30.8410692,29.6633763,historical,Abu Mena UNESCO World Heritage Site is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1022,
Rosana Owners Beach,30.9154952,29.4314614,other,"Rosana Owners Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1028,
Rosana Rent Beach,30.9169072,29.4346645,other,"Rosana Rent Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1029,
Rosana Owners Beach,30.915669,29.4320468,other,"Rosana Owners Beach is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1031,
